#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Syncephalastrum monosporum B8922	1357682	PRJNA211907	211907	Fungi	Other Fungi	29.5654	48.3	GCA_000697355.1	-	-	-	JNEN01	1284	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370995
Rhizomucor variabilis B7584	1357689	PRJNA211914	211914	Fungi	Other Fungi	33.0375	37.8	GCA_000697435.1	-	-	-	JNES01	967	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370991
Saksenae oblongispora B3353	1357693	PRJNA211918	211918	Fungi	Other Fungi	40.7543	41.9	GCA_000697495.1	-	-	-	JNEV01	1702	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370959
Fusarium oxysporum f. sp. lycopersici 4287	426428	PRJNA18813	18813	Fungi	Ascomycetes	61.4707	48.4958	GCA_000149955.1	15	-	-	AAXH01	117	-	-	2007/04/10	2010/12/27	Chromosome	Broad Institute	SAMN02953675
Fusarium oxysporum f. sp. lycopersici MN25	1080343	PRJNA72769	72769	Fungi	Ascomycetes	48.6374	47.8	GCA_000259975.2	-	-	-	AGBH01	388	18297	24733	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981365
Fusarium oxysporum f. sp. pisi HDV247	1080344	PRJNA72771	72771	Fungi	Ascomycetes	55.1882	47.6	GCA_000260075.2	-	-	-	AGBI01	472	20000	26378	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981366
Fusarium oxysporum f. sp. radicis-lycopersici 26381	1089448	PRJNA73535	73535	Fungi	Ascomycetes	49.3593	47.6	GCA_000260155.3	-	-	-	AGNB01	418	18610	24739	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981376
Fusarium oxysporum f. sp. vasinfectum 25433	1089449	PRJNA73537	73537	Fungi	Ascomycetes	52.9144	47.7	GCA_000260175.2	-	-	-	AGNC01	985	19271	25216	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981377
Fusarium oxysporum f. sp. cubense tropical race 4 54006	1089451	PRJNA73539	73539	Fungi	Ascomycetes	46.5538	47.5	GCA_000260195.2	-	-	-	AGND01	418	16975	22487	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981379
Fusarium oxysporum f. sp. conglutinans race 2 54008	1089457	PRJNA73543	73543	Fungi	Ascomycetes	53.5754	47.7	GCA_000260215.2	-	-	-	AGNF01	2552	20232	26246	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981380
Fusarium oxysporum f. sp. raphani 54005	1089458	PRJNA73545	73545	Fungi	Ascomycetes	53.4994	47.8	GCA_000260235.2	-	-	-	AGNG01	1218	19663	25666	2012/04/27	2014/08/11	Scaffold	Broad Institute	SAMN02981381
Fusarium oxysporum f. sp. melonis 26406	1089452	PRJNA73541	73541	Fungi	Ascomycetes	54.0343	47.5	GCA_000260495.2	-	-	-	AGNE01	1146	20033	26719	2012/04/30	2014/08/11	Scaffold	Broad Institute	SAMN02981378
Fusarium oxysporum f. sp. cubense race 1	1229664	PRJNA174274	174274	Fungi	Ascomycetes	47.6574	48	GCA_000350345.1	-	-	-	AMGP01	1341	15626	15438	2013/04/02	2014/08/11	Scaffold	BGI	SAMN02981460
Fusarium oxysporum f. sp. cubense race 4	1229665	PRJNA174275	174275	Fungi	Ascomycetes	52.9263	48.1	GCA_000350365.1	-	-	-	AMGQ01	840	14596	14459	2013/04/02	2014/08/11	Scaffold	BGI	SAMN02981461
Cronartium quercuum f. sp. banksianae CqE3WM	1301520	PRJNA190830	190830	Fungi	Basidiomycetes	22.134	41.1	GCA_000500775.1	-	-	-	AXDN01	17127	-	-	2013/11/27	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178791
Saccharomyces cerevisiae R103	1182967	PRJNA162715	162715	Fungi	Ascomycetes	11.4897	38.4258	GCA_000568365.1	16	-	-	APIR01	73	5959	4987	2013/12/31	2014/02/26	Chromosome	University of Padova	SAMN01915093
Struthio camelus australis	441894	PRJNA212875	212875	Animals	Birds	1225.03	41	GCA_000698965.1	-	-	-	JJRT01	6914	-	-	2014/05/06	2014/06/06	Scaffold	BGI	SAMN02316164
Equus caballus	9796	PRJNA200654	200654	Animals	Mammals	2377.51	41.3	GCA_000696655.1	-	-	-	ATDM01	119776	-	-	2014/05/30	2014/06/06	Scaffold	College of Animal Science, Inner Mongolian Agricultural University, China	SAMN02808397
Rhizopus oryzae 99-892	1279482	PRJNA186020	186020	Fungi	Other Fungi	39.0638	35.2	GCA_000697725.1	-	-	-	JNEB01	1168	-	-	2014/06/02	2014/06/06	Scaffold	IGS	SAMN02352643
Galeopterus variegatus	482537	PRJNA20511	20511	Animals	Mammals	3187.66	41.2	GCA_000696425.1	-	1	-	JMZW01	179514	31013	32104	2014/05/23	2014/06/05	Scaffold	Washington University (WashU)	SAMN01758971
Pleurotus ostreatus PC15	1137138	PRJNA81933	81933	Fungi	Basidiomycetes	34.3427	50.9	GCA_000697685.1	-	-	-	AYUK01	12	12460	12296	2014/06/03	2014/07/02	Scaffold	JGI	SAMN02746102
Botryobasidium botryosum FD-172 SS1	930990	PRJNA69807	69807	Fungi	Basidiomycetes	46.6743	52.4	GCA_000697705.1	-	-	-	AYEP01	334	16665	16502	2014/06/03	2014/07/10	Scaffold	JGI	SAMN00632712
Nannospalax galili	1026970	PRJNA213569	213569	Animals	Mammals	3061.41	41.3	GCA_000622305.1	-	1	-	AXCS01	154975	13	13	2014/04/04	2014/06/05	Scaffold	BGI	SAMN02299330
Latrodectus hesperus	256737	PRJNA168123	168123	Animals	Other Animals	1137.1	28.6	GCA_000697925.1	-	-	-	JJRX01	151814	-	-	2014/06/02	2014/06/27	Scaffold	The i5k Initiative	SAMN02261529
Melampsora pinitorqua Mpini7	1298852	PRJNA190833	190833	Fungi	Basidiomycetes	34.0321	44.9	GCA_000464645.1	-	-	-	AUYS01	12325	-	-	2013/09/05	2014/08/11	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02981555
Pygoscelis adeliae	9238	PRJNA235983	235983	Animals	Birds	1216.6	41.5	GCA_000699105.1	-	-	-	JMFP01	19264	-	-	2014/05/07	2014/06/06	Scaffold	BGI	SAMN02596601
Zootermopsis nevadensis	136037	PRJNA203242	203242	Animals	Insects	485.009	38.2	GCA_000696155.1	-	-	-	AUST01	31662	15813	14610	2014/05/23	2014/06/05	Scaffold	BGI	SAMN02146280
Jaapia argillacea MUCL 33604	933084	PRJNA207685	207685	Fungi	Basidiomycetes	45.0459	49.8	GCA_000697665.1	-	-	-	AYUL01	295	16533	16375	2014/06/03	2014/07/02	Scaffold	DOE Joint Genome Institute	SAMN00771373
Equus przewalskii	9798	PRJNA200657	200657	Animals	Mammals	2395.95	41.3	GCA_000696695.1	-	1	-	ATBW01	53097	28543	38416	2014/05/30	2014/06/05	Scaffold	College of Animal Science, Inner Mongolian Agricultural University, China	SAMN02808398
Galerina marginata CBS 339.88	685588	PRJNA207683	207683	Fungi	Basidiomycetes	59.4182	48	GCA_000697645.1	-	-	-	AYUM01	414	21539	21391	2014/06/03	2014/07/02	Scaffold	DOE Joint Genome Institute	SAMN02746050
Picoides pubescens	118200	PRJNA212874	212874	Animals	Birds	1167.32	44.5	GCA_000699005.1	-	-	-	JJRU01	31254	-	-	2014/05/06	2014/06/06	Scaffold	BGI	SAMN02314405
Calypte anna	9244	PRJNA212866	212866	Animals	Birds	1105.68	41.3	GCA_000699085.1	-	-	-	JJRV01	54736	14870	16329	2014/05/06	2014/06/06	Scaffold	BGI	SAMN02265252
Aptenodytes forsteri	9233	PRJNA235982	235982	Animals	Birds	1254.35	41.6	GCA_000699145.1	-	-	-	JMFQ01	10672	-	-	2014/05/07	2014/06/06	Scaffold	BGI	SAMN02596600
Schistosoma haematobium	6185	PRJNA78265	78265	Animals	Flatworms	375.894	34.2	GCA_000699445.1	-	-	-	AMPZ01	29834	-	-	2014/06/09	2014/06/09	Scaffold	The University of Melbourne	SAMN00794683
Pterocles gutturalis	240206	PRJNA212906	212906	Animals	Birds	1069.32	41.4	GCA_000699245.1	-	-	-	JMFR01	58607	-	-	2014/05/07	2014/06/09	Scaffold	BGI	SAMN02339892
Nasonia vitripennis	7425	PRJNA13660	13660	Animals	Insects	295.781	43.458	GCA_000002325.2	5	-	-	AAZX01	6169	9819	17068	2007/05/04	2014/06/03	Chromosome	Baylor College of Medicine	SAMN02902141
Pimephales promelas	90988	PRJNA227290	227290	Animals	Fishes	1219.33	41.7	GCA_000700825.1	-	-	-	JNCD01	-	-	-	2014/06/10	2014/06/10	Contig	DuPont	SAMN02418978
Caprimulgus carolinensis	279965	PRJNA212888	212888	Animals	Birds	1119.68	40.8	GCA_000700745.1	-	-	-	JMFU01	70122	-	-	2014/05/08	2014/06/10	Scaffold	BGI	SAMN02318612
Drosophila melanogaster	7227	PRJNA235897	235897	Animals	Insects	153.282	42.2	GCA_000705575.1	-	-	-	JAQD01	-	-	-	2014/06/12	2014/06/12	Contig	Stanford University	SAMN02588592
Oryza rufipogon	4529	PRJNA243646	243646	Plants	Land Plants	12.7409	42.6	GCA_000700045.1	1	-	-	JNHC01	1	-	-	2014/06/10	2014/06/11	Chromosome	University of Arizona	SAMN02721168
Lucilia cuprina	7375	PRJNA203545	203545	Animals	Insects	470.483	29.7	GCA_000699065.1	-	-	-	JHUJ01	4625	-	-	2014/06/06	2014/06/27	Scaffold	The i5k Initiative	SAMN02422564
Agrilus planipennis	224129	PRJNA230921	230921	Animals	Insects	353.547	34.7	GCA_000699045.1	-	-	-	JENH01	3987	-	-	2014/06/06	2014/06/27	Scaffold	The BCM-HGSC i5K pilot project	SAMN02439909
Pimephales promelas	90988	PRJNA227290	227290	Animals	Fishes	957.81	39.5	GCA_000700965.1	-	-	-	JNCE01	-	-	-	2014/06/11	2014/06/11	Contig	DuPont	SAMN02418978
Tursiops truncatus	9739	PRJNA20367	20367	Animals	Mammals	2551.42	42.1	GCA_000151865.2	-	1	-	ABRN02	240558	27132	22507	2008/09/23	2013/09/13	Scaffold	Baylor College of Medicine	SAMN00000070
Salmo salar	8030	PRJNA72713	72713	Animals	Fishes	3047.41	-	GCA_000233375.3	-	-	-	AGKD03	-	-	-	2011/10/25	2014/06/13	Contig	International Cooperation to Sequence the Atlantic Salmon Genome	SAMN02749551
Nipponia nippon	128390	PRJNA232572	232572	Animals	Birds	1223.85	41.8	GCA_000708225.1	-	-	-	JMFH01	59554	-	-	2014/05/09	2014/06/16	Scaffold	College of Medicine and Forensics, Xi'an Jiaotong University	SAMN02596464
Homalodisca vitripennis	197043	PRJNA168119	168119	Animals	Insects	2246.37	32.9	GCA_000696855.1	-	-	-	JJNS01	61370	-	-	2014/05/30	2014/06/27	Scaffold	The i5k Initiative	SAMN02728788
Plasmodium vinckei vinckei	54757	PRJNA163123	163123	Protists	Apicomplexans	18.2216	22.9	GCA_000709005.1	-	-	-	AMYS01	49	5009	4954	2014/06/16	2014/07/30	Scaffold	Broad Institute	SAMN00974095
Exophiala aquamarina CBS 119918	1182545	PRJNA164593	164593	Fungi	Ascomycetes	41.567	49	GCA_000709125.1	-	-	-	AMGV01	151	13118	13118	2014/06/16	2014/06/16	Contig	Broad Institute	SAMN00974103
Klebsormidium flaccidum	3175	PRJDB718	248948	Plants	Other Plants	104.21	52.3704	GCA_000708835.1	-	2	-	BANV01	1814	-	-	2014/05/29	2014/05/29	Scaffold	Tokyo Institute of Technology, Center for Biological Resources and Informatics	SAMD00000399
Balansia obtecta B249	1405085	PRJNA221345	221345	Fungi	Ascomycetes	30.1535	48.6	GCA_000709145.1	-	-	-	JFZS01	1552	-	-	2014/06/16	2014/06/16	Contig	University of Kentucky	SAMN02863992
Apaloderma vittatum	57397	PRJNA212878	212878	Animals	Birds	1070.84	41.4	GCA_000703405.1	-	-	-	JMFV01	54728	-	-	2014/05/08	2014/06/16	Scaffold	BGI	SAMN02318033
Cuculus canorus	55661	PRJNA212870	212870	Animals	Birds	1153.89	41.5	GCA_000709325.1	-	-	-	JNOX01	14930	-	-	2014/06/12	2014/06/17	Scaffold	BGI	SAMN02298149
Phalacrocorax carbo	9209	PRJNA212903	212903	Animals	Birds	1138.97	41.3	GCA_000708925.1	-	-	-	JMFI01	64312	-	-	2014/05/12	2014/06/17	Scaffold	BGI	SAMN02339889
Eremothecium coryli CBS 5749	1429780	PRJNA229863	229863	Fungi	Ascomycetes	9.09493	41.6	GCA_000710315.1	-	-	-	AZAH01	19	-	-	2014/06/19	2014/06/19	Contig	Carlsberg Laboratory	SAMN02864843
Oryctolagus cuniculus	9986	PRJNA12819	12819	Animals	Mammals	2737.46	44.0526	GCA_000003625.1	22	1	-	AAGW02	3318	29313	37564	2005/05/13	2014/06/13	Chromosome	The Genome Sequencing Platform, The Assembly Computation and Development Core Team	SAMN02953624
Sporothrix pallida	431197	PRJNA248334	248334	Fungi	Ascomycetes	39.8813	53	GCA_000710705.1	-	-	-	JNEX01	3392	-	-	2014/06/20	2014/06/20	Contig	University of Messina	SAMN02797831
Mixia osmundae IAM 14324	764103	PRJNA205560	205560	Fungi	Basidiomycetes	13.6345	55.5	GCA_000708205.1	-	-	-	AYOQ01	156	6858	6858	2014/06/16	2014/06/23	Scaffold	DOE Joint Genome Institute	SAMN02863149
Penicillium chrysogenum	5076	PRJNA246057	246057	Fungi	Ascomycetes	32.5255	48.9631	GCA_000710275.1	4	1	-	JMSF01	5	-	-	2014/06/19	2014/06/23	Chromosome	Ruhr-Univeristaet Bochum	SAMN02742620
Tilletiaria anomala UBC 951	1037660	PRJNA196019	196019	Fungi	Basidiomycetes	18.704	56	GCA_000711695.1	-	-	-	JMSN01	289	6872	6808	2014/05/23	2014/06/18	Contig	DOE Joint Genome Institute	SAMN00794506
Centruroides exilicauda	6879	PRJNA168116	168116	Animals	Other Animals	926.4	31	GCA_000671375.1	-	-	-	AXZI01	10457	-	-	2014/05/02	2014/06/27	Scaffold	The i5k Initiative	SAMN02617800
Bos taurus	9913	PRJNA33843	33843	Animals	Mammals	2670.04	41.8861	GCA_000003055.4	30	1	-	DAAA02	6372	32574	47387	2009/04/24	2013/08/06	Chromosome	NCBI	SAMN02898106
Oxytricha trifallax	1172189	PRJNA194431	194431	Protists	Other Protists	496.291	28.4	GCA_000711775.1	-	-	-	ARYC01	-	810	810	2014/06/25	2014/06/25	Contig	Princeton University	SAMN02377822
Balearica pavonina gibbericeps	100784	PRJNA212879	212879	Animals	Birds	1127.61	41.2	GCA_000709895.1	-	-	-	JJRR01	53490	-	-	2014/06/02	2014/06/25	Scaffold	BGI	SAMN02318095
Tauraco erythrolophus	121530	PRJNA212908	212908	Animals	Birds	1155.54	41.6	GCA_000709365.1	-	-	-	JNOY01	59587	-	-	2014/06/12	2014/06/25	Scaffold	BGI	SAMN02339893
Ceratocystis moniliformis	72030	PRJNA246136	246136	Fungi	Ascomycetes	25.4296	47.8	GCA_000712465.1	-	-	-	JMSH01	365	-	-	2014/06/26	2014/06/26	Contig	Forestry and Agricultural Biotechnology Institute	SAMN02743538
Ceratocystis manginecans	929235	PRJNA243355	243355	Fungi	Ascomycetes	31.7061	47.9	GCA_000712455.1	-	-	-	JJRZ01	980	-	-	2014/06/26	2014/06/26	Contig	Forestry and Agricultural Biotechnology Institute	SAMN02715805
Nicotiana tabacum	4097	PRJNA208210	208210	Plants	Land Plants	3598.94	-	GCA_000715075.1	-	-	-	AWOJ01	-	-	-	2014/05/29	2014/05/29	Contig	Philip Morris International R&D	SAMN02316628
Nicotiana tabacum	4097	PRJNA208211	208211	Plants	Land Plants	3553.96	-	GCA_000715095.1	-	-	-	AWOK01	-	-	-	2014/05/29	2014/05/29	Contig	Philip Morris International R&D	SAMN02316629
Nicotiana tabacum	4097	PRJNA208209	208209	Plants	Land Plants	3613.16	-	GCA_000715135.1	-	-	-	AYMY01	-	-	-	2014/05/29	2014/05/29	Contig	Philip Morris International R&D	SAMN02316627
Gyrodactylus salaris	37629	PRJNA244375	244375	Animals	Flatworms	67.3807	33.9	GCA_000715275.1	-	-	-	JJOG01	6075	-	-	2014/06/27	2014/07/30	Scaffold	Natural History Museum, University of Oslo	SAMN02726097
Rhizoctonia solani 123E	1423351	PRJNA227561	227561	Fungi	Basidiomycetes	39.4189	48.8	GCA_000715385.1	-	-	-	AZST01	2684	10993	10993	2014/06/27	2014/06/27	Contig	JCVI	SAMN02802209
Mytilus galloprovincialis	29158	PRJNA178783	178783	Animals	Other Animals	1622.68	-	GCA_000715055.1	-	-	-	APJB01	-	-	-	2014/05/18	2014/05/18	Contig	Deakin University	SAMN02729278
Nicotiana otophora	4091	PRJNA208212	208212	Plants	Land Plants	2474.11	-	GCA_000715115.1	-	-	-	AWOL01	-	-	-	2014/06/05	2014/06/05	Contig	Philip Morris International R&D	SAMN02316630
Paramecium caudatum	5885	PRJNA246569	246569	Protists	Other Protists	30.4809	28.6	GCA_000715435.1	-	-	-	JMSD01	777	-	-	2014/06/30	2014/06/30	Contig	Indiana University	SAMN02768576
Physarum polycephalum	5791	PRJNA12851	12851	Protists	Other Protists	205.176	41.8	GCA_000413255.3	-	-	-	ATCM03	69687	-	-	2013/06/14	2014/06/30	Scaffold	WUGSC	SAMN02839457
Oryza nivara	4536	PRJNA48107	48107	Plants	Land Plants	13.313	43	GCA_000710535.1	1	-	-	JNWG01	1	-	-	2014/06/20	2014/06/30	Chromosome	Oryza Map Alignment Project (OMAP)	SAMN02666913
Oryza brachyantha	4533	PRJNA70533	70533	Plants	Land Plants	14.4404	40.9	GCA_000710545.1	1	-	-	JNWF01	1	-	-	2014/06/20	2014/06/30	Chromosome	The Institute of Genetics and Developmental Biology	SAMN02666884
Oryza punctata	4537	PRJNA13770	13770	Plants	Land Plants	22.4654	43.6	GCA_000710525.1	1	-	-	JNWE01	1	-	-	2014/06/20	2014/06/30	Chromosome	The Oryza Map Alignment Project (OMAP)	SAMN02666882
Hammondia hammondi	99158	PRJNA80807	80807	Protists	Apicomplexans	67.7014	53.3	GCA_000258005.2	-	-	-	AHJH02	14861	8177	8004	2012/04/05	2014/06/30	Scaffold	J. Craig Venter Institute	SAMN02736878
Raphanus sativus	3726	PRJDB1517	251823	Plants	Land Plants	402.328	34.9	GCA_000715565.1	-	-	-	BAUK01	76592	-	-	2014/06/05	2014/06/05	Scaffold	Kazusa DNA Research Institute	-
Rattus norvegicus	10116	PRJNA10629	10629	Animals	Mammals	2870.18	42.0531	GCA_000001895.4	22	1	-	AABR07	1395	8366	10240	2002/11/27	2014/07/01	Chromosome	Rat Genome Sequencing Consortium	SAMN02808228
Buceros rhinoceros silvestris	175836	PRJNA212887	212887	Animals	Birds	1065.78	42.6	GCA_000710305.1	-	-	-	JMFK01	62257	-	-	2014/06/02	2014/06/25	Scaffold	BGI	SAMN02318191
Oryza officinalis	4535	PRJNA239525	239525	Plants	Land Plants	26.1885	44.7	GCA_000717455.1	1	-	-	JJMQ01	1	-	-	2014/07/02	2014/07/03	Chromosome	Oryza Chr3 Short Arm Comparative Sequencing Project	SAMN02666869
Glycine soja	3848	PRJNA223435	223435	Plants	Land Plants	806.921	33.6	GCA_000722935.1	-	-	-	AZNC01	-	-	-	2014/07/07	2014/07/10	Contig	The Chinese University of Hong Kong	SAMN02905861
Saccharomyces cerevisiae N85	1201112	PRJEB5479	251336	Fungi	Ascomycetes	11.9053	38.1	GCA_000723645.1	-	-	-	CBYJ01	371	-	-	2014/06/04	2014/06/04	Contig	JNU	-
Plasmodium reichenowi	5854	PRJEB4434	231573	Protists	Apicomplexans	24.0555	19.3	GCA_000723685.1	-	-	-	CBXM01	372	5911	5630	2014/05/22	2014/05/22	Scaffold	WTSI	-
Loa loa	7209	PRJNA37757	37757	Animals	Roundworms	91.3658	31	GCA_000183805.3	-	-	-	ADBU02	5764	16465	16281	2010/02/03	2014/07/08	Scaffold	Broad Institute	SAMN00103043
Nicotiana benthamiana	4100	PRJEB1277	248796	Plants	Land Plants	61.9511	39.6	GCA_000723945.1	-	-	-	CBMM01	-	-	-	2014/05/27	2014/05/27	Contig	NAAS	-
Aureobasidium pullulans EXF-150	1043002	PRJNA207874	207874	Fungi	Ascomycetes	29.6211	50	GCA_000721785.1	-	-	-	AYEO01	186	11844	11844	2014/07/02	2014/07/08	Scaffold	DOE Joint Genome Institute	SAMN02744100
Babesia bigemina	5866	PRJEB5046	237378	Protists	Apicomplexans	13.8409	50.6	GCA_000723445.1	-	-	-	CCBM01	483	-	-	2014/06/25	2014/06/25	Contig	SC	-
Lichtheimia corymbifera JMRC:FSU:9682	1263082	PRJEB3978	248798	Fungi	Other Fungi	33.5317	43.9	GCA_000723665.1	-	-	-	CBTN01	209	12379	13404	2014/06/25	2014/06/25	Contig	HKI JENA	-
Aureobasidium melanogenum CBS 110374	1043003	PRJNA207873	207873	Fungi	Ascomycetes	26.2033	49.8	GCA_000721775.1	-	-	-	AYEN01	150	10584	10584	2014/07/02	2014/07/08	Scaffold	DOE Joint Genome Institute	SAMN02744098
Aureobasidium pullulans var. namibiae CBS 147.97	1043004	PRJNA207872	207872	Fungi	Ascomycetes	25.4286	51.1	GCA_000721765.1	-	-	-	AYEM01	47	10259	10259	2014/07/02	2014/07/08	Scaffold	DOE Joint Genome Institute	SAMN02744099
Aureobasidium subglaciale EXF-2481	1043005	PRJNA161477	161477	Fungi	Ascomycetes	25.7967	50.8	GCA_000721755.1	-	-	-	AYYB01	75	10792	10792	2014/07/02	2014/07/08	Scaffold	JGI	SAMN02744088
Globodera pallida	36090	PRJEB123	248573	Animals	Roundworms	123.625	36.7	GCA_000724045.1	-	-	-	CBXT01	6873	-	-	2014/05/25	2014/05/25	Scaffold	WTSI	-
Melitaea cinxia	113334	PRJNA191594	191594	Animals	Insects	389.908	32.5995	GCA_000716385.1	-	1	-	APLT01	8261	-	-	2014/06/26	2014/07/09	Scaffold	University of Helsinki	SAMN01932438
Esox lucius	8010	PRJNA221548	221548	Animals	Fishes	877.814	42.3921	GCA_000721915.1	25	-	-	AZJR01	5688	-	-	2014/06/26	2014/07/09	Chromosome	University of Victoria	SAMN02439989
Opisthorchis viverrini	6198	PRJNA222628	222628	Animals	Flatworms	620.453	43.8	GCA_000715545.1	-	-	-	JACJ01	42216	16356	16356	2014/06/27	2014/07/23	Scaffold	The University of Melbourne	SAMN00996407
Oryza sativa Indica Group	39946	PRJNA227300	227300	Plants	Land Plants	309.525	42.1	GCA_000725085.1	-	-	-	AZTA01	-	-	-	2014/07/11	2014/07/11	Contig	Centre for Cellular and Molecular Platforms	SAMN02401119
Sarcocystis neurona	42890	PRJNA227351	227351	Protists	Apicomplexans	124.405	51.4	GCA_000727475.1	-	-	-	JAQE01	871	-	-	2014/07/08	2014/07/15	Scaffold	University of Kentucky	SAMN02903972
Atkinsonella hypoxylon	47741	PRJNA221544	221544	Fungi	Ascomycetes	35.5932	44.3	GCA_000729835.1	-	-	-	JFHB01	688	-	-	2014/07/15	2014/07/15	Contig	University of Kentucky	SAMN02911898
Neotyphodium aotearoae	170559	PRJNA221524	221524	Fungi	Ascomycetes	34.4231	43.6	GCA_000729855.1	-	-	-	JFGX01	2094	-	-	2014/07/15	2014/07/15	Contig	University of Kentucky	SAMN02911894
Epichloe baconii ATCC 200745	1406312	PRJNA221976	221976	Fungi	Ascomycetes	38.0853	41.6	GCA_000729845.1	-	-	-	JFGY01	3603	-	-	2014/07/15	2014/07/15	Contig	University of Kentucky	SAMN02911895
Epichloe bromicola ATCC 200750	1405084	PRJNA221343	221343	Fungi	Ascomycetes	28.5799	45.3	GCA_000729905.1	-	-	-	JFHA01	-	-	-	2014/07/15	2014/07/15	Contig	University of Kentucky	SAMN02911897
Beta vulgaris subsp. vulgaris	3555	PRJNA241492	241492	Plants	Land Plants	1.15347	44.6	GCA_000729925.1	-	-	-	JMBQ01	1287	-	-	2014/07/16	2014/07/16	Contig	LBLGC, UNIVERSITE D'ORLEANS	SAMN02690742
Diplodia pinea	66738	PRJNA242796	242796	Fungi	Ascomycetes	35.242	56.8	GCA_000729945.1	-	-	-	JHUM01	1889	-	-	2014/07/16	2014/07/16	Contig	Forestry & Agricultural Biotechnology Institute, University of Pretoria	SAMN02709059
Aspergillus fumigatus var. RP-2014	1476192	PRJNA237468	237468	Fungi	Ascomycetes	27.3551	50	GCA_000731615.1	-	-	-	JHOI01	671	8825	8825	2014/07/18	2014/07/18	Contig	Oklahoma State University	SAMN02628958
Aspergillus parasiticus SU-1	1403190	PRJNA246303	246303	Fungi	Ascomycetes	40.0637	47.9	GCA_000731695.1	-	-	-	JMUG01	-	-	-	2014/07/18	2014/08/14	Contig	Linz Lab	SAMN02746344
Stachybotrys chartarum IBT 7711	1280523	PRJNA185811	185811	Fungi	Ascomycetes	36.8797	53.1	GCA_000730325.1	-	-	-	APIU01	2290	11530	11530	2014/07/16	2014/07/18	Scaffold	UT Southwestern	SAMN01819009
Azadirachta indica	124943	PRJNA176672	176672	Plants	Land Plants	261.122	32.1	GCA_000439995.2	-	-	-	AMWY02	-	-	-	2013/07/25	2014/07/18	Contig	Centre for Cellular and Molecular Plateforms	SAMN02715695
Phytophthora fragariae	53985	PRJNA243070	243070	Protists	Other Protists	92.2521	53.2	GCA_000686205.2	-	-	-	JHVZ02	-	-	-	2014/05/08	2014/07/17	Contig	Shenzhen Entry-Exit Inspection and Quarantine Bureau	SAMN02712365
Saccharomyces uvarum	230603	PRJNA251664	251664	Fungi	Ascomycetes	11.595	40.1	GCA_000732305.1	-	-	-	JNVO01	3985	-	-	2014/07/21	2014/07/21	Contig	University of Auckland	SAMN02838029
Hypocrella siamensis	696354	PRJNA242986	242986	Fungi	Ascomycetes	28.8565	53.1	GCA_000731825.1	-	-	-	JMQE01	2034	-	-	2014/07/18	2014/07/18	Contig	CSIR- Institute of Microbial technology (IMTECH)	SAMN02711855
Plasmodium coatneyi	208452	PRJNA233970	233970	Protists	Apicomplexans	27.8175	40.0261	GCA_000725905.1	14	-	-	JFFQ01	158	-	-	2014/07/08	2014/07/21	Chromosome	NHGRI	SAMN02595587
Pseudallescheria apiosperma	563466	PRJNA244532	244532	Fungi	Ascomycetes	43.4371	50.4	GCA_000732125.1	-	-	-	JOWA01	176	10919	8375	2014/07/21	2014/07/21	Contig	LUNAM - Angers University	SAMN02727168
Verticillium tricorpus MUCL 9792	1425883	PRJNA229139	229139	Fungi	Ascomycetes	36.0604	57.3	GCA_000732205.1	-	-	-	JPET01	58	-	-	2014/07/21	2014/07/21	Contig	Wageningen University	SAMN02415140
Cladosporium sphaerospermum UM 843	1151026	PRJNA85131	85131	Fungi	Ascomycetes	26.8942	55.7	GCA_000261425.2	-	-	-	AIIA02	155	-	-	2012/05/07	2014/07/22	Scaffold	UNIVERSITY OF MALAYA	SAMN02717006
Cyprinodon variegatus	28743	PRJNA89149	89149	Animals	Fishes	1035.17	38.2	GCA_000732505.1	-	-	-	JPKM01	9258	-	-	2014/07/17	2014/07/22	Scaffold	Aquatic Genome Models	SAMN02736898
Stachybotrys chartarum IBT 40293	1280524	PRJNA185808	185808	Fungi	Ascomycetes	36.4805	53.3	GCA_000732565.1	-	-	-	ASEQ01	2342	11453	11453	2014/07/21	2014/07/23	Scaffold	UT Southwestern	SAMN01819008
