#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	3	-	CP003952.1	82.42	65.4538	96	-	-	-	96	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	4	-	CP003953.1	62.932	65.3817	73	-	-	-	73	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	1	-	CP003950.1	172.218	64.8945	210	-	-	-	210	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	8	-	CP003957.1	158.587	64.2051	195	-	-	-	195	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	5	-	CP003954.1	95.987	65.7131	123	-	-	-	123	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	6	-	CP003955.1	45.95	66.1393	43	-	-	-	43	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	9	-	CP003958.1	39.302	65.4598	39	-	-	-	39	-
Rhodococcus pyridinivorans SB3094	Bacteria	Actinobacteria	Actinobacteria	unnamed	NC_023144.1	CP006997	361.397	65.0459	359	-	-	-	367	8
Rhodococcus pyridinivorans SB3094	Bacteria	Actinobacteria	Actinobacteria	unnamed2	NC_023145.1	CP006998	2.035	65.602	3	-	-	-	3	-
Rhodococcus rhodochrous B-276	Bacteria	Actinobacteria	Actinobacteria	pNC500	NC_008823.1	AB266604	7.637	65.6671	8	-	-	-	8	-
Rhodococcus sp. B264-1	Bacteria	Actinobacteria	Actinobacteria	pB264	NC_004900.1	AY297818	4.97	64.7082	4	-	-	-	4	-
Rhodococcus sp. BCP1	Bacteria	Actinobacteria	Actinobacteria	pBMC1	NZ_CM002178.1	CM002178	120.373	68.8236	100	-	-	-	105	5
Rhodococcus sp. BCP1	Bacteria	Actinobacteria	Actinobacteria	pBMC2	NZ_CM002179.1	CM002179	103.129	65.3812	84	-	-	-	85	1
Rhodococcus sp. NS1	Bacteria	Actinobacteria	Actinobacteria	pNSL1	NC_010850.1	DQ888171	117.252	65.4232	103	-	-	-	103	-
Rhodoferax ferrireducens T118 T119	Bacteria	Proteobacteria	Betaproteobacteria	plasmid1	NC_007901.1	CP000268	257.447	54.4104	248	-	1	-	251	2
Rhodopseudomonas palustris AS1.2352	Bacteria	Proteobacteria	Alphaproteobacteria	pRPSZY	NC_013548.1	DQ318958	2.306	47.9618	1	-	-	-	1	-
Rhodopseudomonas palustris CGA009	Bacteria	Proteobacteria	Alphaproteobacteria	pRPA	NC_005297.1	BX571964	8.427	60.4486	7	-	-	-	7	-
Rhodospirillum rubrum ATCC 11170	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NC_007641.1	CP000231	53.732	59.7707	50	-	-	-	50	-
Rhodothermus marinus R-21	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRM21	NC_001755.1	U10426	2.935	58.1942	2	-	-	-	2	-
Rhodothermus marinus DSM 4252	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRMAR01	NC_013502.1	CP001808	125.133	58.2252	97	-	-	-	107	10
Rhodothermus marinus SG0.5JP17-172	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRHOM17201	NC_015970.1	CP003030	105.449	59.4847	86	-	-	-	95	9
Rhodothermus marinus SG0.5JP17-172	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRHOM17202	NC_015967.1	CP003031	3.137	68.0268	1	-	-	-	1	-
Rhodovulum sulfidophilum DSM 1374	Bacteria	Proteobacteria	Alphaproteobacteria	Plasmid1	-	DF260913.1	113.621	68.8878	-	-	-	-	-	-
Rickettsia africae ESF-5	Bacteria	Proteobacteria	Alphaproteobacteria	pRAF	NC_012634.1	CP001613	12.377	33.4572	11	-	-	-	11	-
Rickettsia australis str. Cutlack	Bacteria	Proteobacteria	Alphaproteobacteria	pMC5_1	NC_017041.1	CP003339	26.61	33.7279	22	-	-	-	22	-
Rickettsia australis str. Phillips	Bacteria	Proteobacteria	Alphaproteobacteria	pRau01	NZ_AKVZ01000059.1	AKVZ01000059	26.608	33.7305	20	-	-	-	22	2
Rickettsia endosymbiont of Ixodes scapularis	Bacteria	Proteobacteria	Alphaproteobacteria	pREIS2	NZ_CM000772.1	CM000772	66.811	31.7627	81	-	-	-	83	2
Rickettsia endosymbiont of Ixodes scapularis	Bacteria	Proteobacteria	Alphaproteobacteria	pREIS3	NZ_CM000773.1	CM000773	49.883	34.9217	43	-	-	-	43	-
Rickettsia endosymbiont of Ixodes scapularis	Bacteria	Proteobacteria	Alphaproteobacteria	pREIS1	NZ_CM000771.1	CM000771	55.147	34.3972	53	-	-	-	58	5
Rickettsia felis	Bacteria	Proteobacteria	Alphaproteobacteria	pRF	NC_019229.1	GQ329881	62.882	33.6297	64	-	-	-	64	-
Rickettsia felis URRWXCal2	Bacteria	Proteobacteria	Alphaproteobacteria	pRF	NC_007110.1	CP000054	62.829	33.58	68	-	-	-	68	-
Rickettsia felis URRWXCal2	Bacteria	Proteobacteria	Alphaproteobacteria	pRFdelta	NC_007111.1	CP000055	39.263	33.1916	44	-	-	-	44	-
Rickettsia helvetica C9P9	Bacteria	Proteobacteria	Alphaproteobacteria	pRhe	NZ_CM001468.1	CM001468	47.188	32.6397	44	-	-	-	46	2
Rickettsia massiliae MTU5	Bacteria	Proteobacteria	Alphaproteobacteria	pRMA	NC_009897.1	CP000684	15.286	31.7088	12	-	-	-	13	1
Rickettsia massiliae str. AZT80	Bacteria	Proteobacteria	Alphaproteobacteria	pRMB	NC_016939.1	CP003320	15	32.14	12	-	-	-	12	-
Rickettsia monacensis IrR/Munich	Bacteria	Proteobacteria	Alphaproteobacteria	pRM	NC_010927.1	EF564599	23.486	31.836	17	-	-	-	23	-
Rickettsia peacockii str. Rustic	Bacteria	Proteobacteria	Alphaproteobacteria	pRPR	NC_012732.1	CP001228	26.406	34.6626	20	-	-	-	20	-
Rickettsia rhipicephali str. 3-7-female6-CWPP	Bacteria	Proteobacteria	Alphaproteobacteria	pMCC_1	NC_017055.1	CP003343	15.099	31.4458	14	-	-	-	14	-
Riemerella anatipestifer 0846	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRA0846	NC_015950.1	JF268689	10.302	34.6341	9	-	-	-	9	-
Riemerella anatipestifer 10	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pCFC1	NC_002111.1	AF048718	3.966	27.1558	4	-	-	-	4	-
Riemerella anatipestifer 20	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pCFC2	NC_002130.1	AF082180	5.609	28.0442	3	-	-	-	3	-
Riemerella anatipestifer 0726	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRA0726	NC_015956.1	JF268688	11.704	34.0738	10	-	-	-	10	-
Riemerella anatipestifer 0511	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRA0511	NC_019261.1	GU014535	11.435	31.8059	10	-	-	-	10	-
Rivularia sp. PCC 7116	Bacteria	Cyanobacteria	Nostocales	pRIV7116.01	NC_019679.1	CP003550	26.836	36.4324	31	-	-	-	31	-
Rivularia sp. PCC 7116	Bacteria	Cyanobacteria	Nostocales	pRIV7116.02	NC_019686.1	CP003551	3.474	35.5498	4	-	-	-	4	-
Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Alphaproteobacteria	pTB2	NC_008387.1	CP000465	69.269	59.2227	56	-	-	-	56	-
Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Alphaproteobacteria	pTB4	NC_008389.1	CP000467	5.824	55.5975	6	-	-	-	6	-
Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Alphaproteobacteria	pTB3	NC_008388.1	CP000466	16.575	55.0287	16	-	-	-	16	-
Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Alphaproteobacteria	pTB1	NC_008386.1	CP000464	106.469	55.9938	105	-	-	-	106	1
Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Alphaproteobacteria	pRLO149_63	NC_015729.1	CP002626	63.532	55.2383	47	-	-	-	61	14
Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Alphaproteobacteria	pRLO149_83	NC_015728.1	CP002625	83.129	58.8182	93	-	-	-	93	-
Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Alphaproteobacteria	pRLO149_94	NC_015741.1	CP002624	93.578	58.3748	86	-	-	-	86	-
Rubrobacter radiotolerans RSPS-4	Bacteria	Actinobacteria	Actinobacteria	2	-	CP007516.1	149.806	66.4753	137	-	-	-	137	-
Rubrobacter radiotolerans RSPS-4	Bacteria	Actinobacteria	Actinobacteria	3	-	CP007517.1	51.047	63.1732	60	-	-	-	60	-
Rubrobacter radiotolerans RSPS-4	Bacteria	Actinobacteria	Actinobacteria	1	-	CP007515.1	190.889	65.6581	192	-	-	-	192	-
Ruegeria pomeroyi DSS-3	Bacteria	Proteobacteria	Alphaproteobacteria	megaplasmid	NC_006569.1	CP000032	491.611	62.7883	442	-	2	-	447	3
Ruegeria sp. PR1b	Bacteria	Proteobacteria	Alphaproteobacteria	pSD20	NC_004929.1	AF416330	76.093	62.6352	52	-	-	-	52	-
Ruegeria sp. PR1b	Bacteria	Proteobacteria	Alphaproteobacteria	pSD25	NC_004574.1	AF416331	148.65	59.5715	133	-	-	-	133	-
Ruegeria sp. TM1040	Bacteria	Proteobacteria	Alphaproteobacteria	mega plasmid	NC_008043.1	CP000376	821.788	59.3625	728	9	18	2	758	1
Ruegeria sp. TM1040	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NC_008042.1	CP000375	130.973	55.6962	106	3	4	-	116	3
Ruminiclostridium thermocellum BL21	Bacteria	Firmicutes	Clostridia	pEBM113	NC_021653.1	KC920664	9.892	39.5875	5	-	-	-	5	-
Ruminiclostridium thermocellum BL21	Bacteria	Firmicutes	Clostridia	pEBM107	NC_021652.1	KC920663	9.896	39.5412	5	-	-	-	5	-
Ruminiclostridium thermocellum BL21	Bacteria	Firmicutes	Clostridia	pEBM130	NC_021665.1	KC788287	9.957	39.1584	4	-	-	-	4	-
Ruminococcus albus 7 = DSM 20455	Bacteria	Firmicutes	Clostridia	pRUMAL03	NC_014826.1	CP002406	15.907	36.726	18	-	-	-	20	2
Ruminococcus albus 7 = DSM 20455	Bacteria	Firmicutes	Clostridia	pRUMAL04	NC_014827.1	CP002407	7.42	42.8302	8	-	-	-	9	1
Ruminococcus albus 7 = DSM 20455	Bacteria	Firmicutes	Clostridia	pRUMAL01	NC_014824.1	CP002404	420.706	38.0893	376	-	14	-	415	25
Ruminococcus albus 7 = DSM 20455	Bacteria	Firmicutes	Clostridia	pRUMAL02	NC_014825.1	CP002405	352.646	44.37	290	-	-	-	305	15
Ruminococcus flavefaciens R13e2	Bacteria	Firmicutes	Clostridia	pBAW301	NC_001758.1	U22411	1.768	43.6652	1	-	-	-	1	-
Runella slithyformis DSM 19594	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRUNSL05	NC_015695.1	CP002864	38.784	44.1832	32	-	-	-	32	-
Runella slithyformis DSM 19594	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRUNSL03	NC_015694.1	CP002862	66.926	40.8048	69	-	-	-	70	1
Runella slithyformis DSM 19594	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRUNSL01	NC_015693.1	CP002860	106.999	46.2621	84	-	-	-	88	4
Runella slithyformis DSM 19594	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRUNSL02	NC_015704.1	CP002861	93.527	41.4308	90	-	-	-	91	1
Runella slithyformis DSM 19594	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pRUNSL04	NC_015705.1	CP002863	44.754	43.1582	41	-	-	-	46	5
Saccharomonospora glauca K62	Bacteria	Actinobacteria	Actinobacteria	pSACGL01	NZ_CM001485.1	CM001485	25.362	66.8086	29	-	-	-	31	2
Saccharomyces cerevisiae A364A	Eukaryota	Fungi	Ascomycetes	2 micron circle plasmid	NC_001398.1	J01347	6.318	38.9839	4	-	-	-	-	-
Saccharomyces cerevisiae R008	Eukaryota	Fungi	Ascomycetes	2 micron	-	CM002420.1	13.264	45.2503	-	-	-	-	-	-
Saccharomyces cerevisiae W303	Eukaryota	Fungi	Ascomycetes	2-micron	-	CM001822.1	6.318	38.968	-	-	-	-	-	-
Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7	Eukaryota	Fungi	Ascomycetes	Sc2uM	-	AGVY01000419.1	6.807	38.9305	4	-	-	-	4	-
Saccharomyces cerevisiae YJM993	Eukaryota	Fungi	Ascomycetes	2 micron	-	CP004528.1	6.303	39.1084	4	-	-	-	4	-
Salinibacter ruber DSM 13855	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pSR35	NC_007678.1	CP000160	35.505	57.9411	32	-	-	-	33	1
Salinibacter ruber M8	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pSR61	NC_014030.1	FP565812	61.373	59.5751	50	-	-	-	50	-
Salinibacter ruber M8	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pSR84	NC_014157.1	FP565813	84.34	63.1895	70	-	-	-	70	-
Salinibacter ruber M8	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pSR56	NC_014028.1	FP565811	56.529	60.0258	38	-	-	-	38	-
Salinibacter ruber M8	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pSR11	NC_014026.1	FP565810	11.229	63.2915	13	-	-	-	13	-
Salmonella bongori N268-08	Bacteria	Proteobacteria	Gammaproteobacteria	RM1	NC_021871.1	CP006609	89.986	50.1667	132	-	-	-	132	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pYT3	NC_022372.1	AB591424	121.723	52.0419	148	-	-	-	25	-
Salmonella enterica 9134	Bacteria	Proteobacteria	Gammaproteobacteria	p9134dAT	NC_023276.1	KF705207	109.512	50.5123	107	-	-	-	77	-
Salmonella enterica SARA30	Bacteria	Proteobacteria	Gammaproteobacteria	pSARA30	NC_019138.1	JX139735	37.697	41.1783	41	-	-	-	41	-
Salmonella enterica CS0010A	Bacteria	Proteobacteria	Gammaproteobacteria	pCS0010A	NC_018954.1	CP002090	146.811	49.4118	128	-	-	-	129	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSH163_34	NC_019130.1	JX258656	33.763	41.4922	52	-	-	-	52	-
Salmonella enterica 1148	Bacteria	Proteobacteria	Gammaproteobacteria	pSH1148_4.8	NC_019132.1	JX494965	4.775	53.3194	3	-	-	-	3	-
Salmonella enterica AM04528	Bacteria	Proteobacteria	Gammaproteobacteria	pAM04528	NC_012693.1	FJ621587	158.213	51.9041	180	-	-	-	180	-
Salmonella enterica S1744	Bacteria	Proteobacteria	Gammaproteobacteria	pJ	NC_021927.1	KC886366	2.096	55.5821	1	-	-	-	1	-
Salmonella enterica M7849	Bacteria	Proteobacteria	Gammaproteobacteria	pPAB19	NC_019101.1	GQ412195	2.699	50.389	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pUO-SbR3	NC_010499.1	AM746674	6.847	61.1363	5	-	-	-	5	-
Salmonella enterica S06004	Bacteria	Proteobacteria	Gammaproteobacteria	pSPI12	NC_019102.1	GU949535	4.08	51.7892	7	-	-	-	7	-
Salmonella enterica 111	Bacteria	Proteobacteria	Gammaproteobacteria	pSH111_166	NC_019121.1	JN983043	165.791	53.0885	200	-	-	-	200	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pUO-SbR5	NC_010500.1	AM746675	6.478	50.7255	9	-	-	-	10	1
Salmonella enterica 05-686	Bacteria	Proteobacteria	Gammaproteobacteria	pWES-1	NC_011604.1	DQ268764	10.908	62.1929	11	-	-	-	12	1
Salmonella enterica RF-1	Bacteria	Proteobacteria	Gammaproteobacteria	cryptic plasmid	NC_005862.1	AB076707	6.066	53.5773	7	-	-	-	7	-
Salmonella enterica PVCM07-2008	Bacteria	Proteobacteria	Gammaproteobacteria	pVCM04	NC_014354.1	HM231165	3.583	53.6143	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSH146_87	NC_019131.1	JX445149	86.586	50.1605	121	-	-	-	121	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTM709	NC_023915.1	HG428759	99.184	49.8548	109	-	-	4	117	-
Salmonella enterica 404ty	Bacteria	Proteobacteria	Gammaproteobacteria	pBSSB1	NC_011422.1	AM419040	27.037	36.6017	33	-	-	-	33	-
Salmonella enterica 1148	Bacteria	Proteobacteria	Gammaproteobacteria	pSH1148_107	NC_019123.1	JN983049	106.833	52.3555	132	-	-	-	132	-
Salmonella enterica 8943	Bacteria	Proteobacteria	Gammaproteobacteria	pSal8934a	NC_019111.1	JF274993	91.369	49.7521	125	-	-	-	125	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pHLR25	NC_019110.1	HE652087	10.047	50.5823	3	-	-	-	3	-
Salmonella enterica SGI-15	Bacteria	Proteobacteria	Gammaproteobacteria	pSGI15	NC_012916.1	FN428572	2.699	50.389	4	-	-	-	4	-
Salmonella enterica 163	Bacteria	Proteobacteria	Gammaproteobacteria	pSH163_120	NC_019122.1	JN983046	120.524	50.9766	164	-	-	-	164	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R621a	NC_015965.1	AP011954	93.185	48.8469	103	-	-	1	110	-
Salmonella enterica ST728/06-2	Bacteria	Proteobacteria	Gammaproteobacteria	pST728/06-2	NC_010993.1	EU715253	10.107	50.5986	4	-	-	-	4	-
Salmonella enterica 853	Bacteria	Proteobacteria	Gammaproteobacteria	pSD853_7.9	NC_015392.1	JF267654	7.86	39.9618	10	-	-	-	10	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pC	NC_003457.1	AY079201	5.269	48.3773	4	-	-	-	4	-
Salmonella enterica Se20	Bacteria	Proteobacteria	Gammaproteobacteria	pMdT	NC_019133.1	JX457478	5.931	51.0369	8	-	-	-	10	-
Salmonella enterica OU7025	Bacteria	Proteobacteria	Gammaproteobacteria	pOU1113	NC_007208.1	AY517905	80.156	53.7951	83	-	-	-	89	-
Salmonella enterica 9134	Bacteria	Proteobacteria	Gammaproteobacteria	p9134	NC_023275.1	KF705205	133.802	51.0396	125	-	-	-	86	-
Salmonella enterica SGSC3045	Bacteria	Proteobacteria	Gammaproteobacteria	pSGSC3045-121	NC_019125.1	JQ418541	108.459	49.9995	179	-	-	-	179	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSC101	NC_002056.1	X01654	9.263	51.1713	6	-	-	-	6	-
Salmonella enterica L-789	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK2	NC_009980.1	AB366441	61.571	53.7656	52	-	-	-	54	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pTPqnrS-1a	NC_009807.1	AM746977	10.066	50.5563	6	-	-	-	6	-
Salmonella enterica RKS5078	Bacteria	Proteobacteria	Gammaproteobacteria	pSPUV	NC_019112.1	JN885081	86.686	53.3016	114	-	-	-	118	4
Salmonella enterica Sal550	Bacteria	Proteobacteria	Gammaproteobacteria	pSE34	NC_010860.1	EU219533	32.95	41.2018	53	-	-	-	53	-
Salmonella enterica OU7519	Bacteria	Proteobacteria	Gammaproteobacteria	pOU7519	NC_010119.1	EU219534	127.212	52.8394	127	-	-	-	143	16
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pYT2	NC_019001.1	AB605179	132.842	53.4131	163	-	-	-	163	-
Salmonella enterica GSS-HN-2007057	Bacteria	Proteobacteria	Gammaproteobacteria	p2007057	NC_011897.1	FJ228229	4.27	47.1194	5	-	-	-	5	-
Salmonella enterica 07N0368	Bacteria	Proteobacteria	Gammaproteobacteria	pVQS1	NC_019124.1	JQ609357	40.995	50.0134	48	-	-	-	48	-
Salmonella enterica LK5	Bacteria	Proteobacteria	Gammaproteobacteria	pSENV	NC_019120.1	JN885080	59.368	51.9505	84	-	-	-	89	5
Salmonella enterica SN11/00	Bacteria	Proteobacteria	Gammaproteobacteria	pSN11/00Kan	NC_014003.1	GQ470395	5.698	52.7729	6	-	-	2	8	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pNF1358	NC_019099.1	DQ017661	99.331	50.0096	70	-	-	-	71	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD4.0	NC_019134.1	JX566767	4.06	49.3842	4	-	-	-	4	-
Salmonella enterica 484	Bacteria	Proteobacteria	Gammaproteobacteria	pQnrS1-cp17s	NC_019113.1	JN393220	10.047	50.5823	11	-	-	-	11	-
Salmonella enterica ARS 886	Bacteria	Proteobacteria	Gammaproteobacteria	pSBardo-Kan	NC_015575.1	HQ230977	8.198	46.7553	8	-	-	2	10	-
Salmonella enterica SSAP03002A	Bacteria	Proteobacteria	Gammaproteobacteria	pSSAP03302A	NC_018966.1	CP002089	146.002	49.448	127	-	-	-	128	-
Salmonella enterica 9134	Bacteria	Proteobacteria	Gammaproteobacteria	p9134dT	NC_023290.1	KF705206	127.291	50.3539	121	-	-	-	85	-
Salmonella enterica 79500	Bacteria	Proteobacteria	Gammaproteobacteria	pSFD10	NC_003079.1	AY048853	4.091	51.7966	6	-	-	-	6	-
Salmonella enterica L-2156	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK3	NC_009982.1	AB366442	39.924	56.8555	51	-	-	-	52	1
Salmonella enterica ARS 852	Bacteria	Proteobacteria	Gammaproteobacteria	pSe-Kan	NC_015570.1	HQ230976	7.132	45.9478	7	-	-	2	9	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGY1	NC_010894.1	EF150947	3.592	43.1793	3	-	-	-	3	-
Salmonella enterica G8430	Bacteria	Proteobacteria	Gammaproteobacteria	pU302L	NC_006816.1	AY333434	84.514	54.0135	103	-	-	-	104	-
Salmonella enterica 111	Bacteria	Proteobacteria	Gammaproteobacteria	pSH111_227	NC_019114.1	JN983042	227.608	45.5687	258	-	-	-	258	-
Salmonella enterica T12	Bacteria	Proteobacteria	Gammaproteobacteria	pST12	NC_022376.1	HG428760	8.275	47.0332	8	-	-	1	11	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	IncW pIE321	NC_010716.1	EF633507	38.15	58.4246	43	-	-	-	45	2
Salmonella enterica RF-1	Bacteria	Proteobacteria	Gammaproteobacteria	50k virulence plasmid	NC_002638.1	AB040415	49.503	52.0736	48	-	-	-	48	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD4.6	NC_019135.1	JX566768	4.664	51.1792	4	-	-	-	5	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTM2	NC_023900.1	KF290378	89.017	49.4333	97	-	-	-	97	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	NTP16	NC_002090.1	L05392	8.255	46.493	6	-	-	-	6	-
Salmonella enterica 696	Bacteria	Proteobacteria	Gammaproteobacteria	pSH696_135	NC_019118.1	JN983048	135.423	52.2157	161	-	-	-	161	-
Salmonella enterica 696	Bacteria	Proteobacteria	Gammaproteobacteria	pSH696_117	NC_019117.1	JN983047	117.278	50.7751	152	-	-	-	152	-
Salmonella enterica S1400/94	Bacteria	Proteobacteria	Gammaproteobacteria	pS1400_89	NC_022267.1	JN796410	89.566	49.799	133	-	-	-	121	-
Salmonella enterica SARC14	Bacteria	Proteobacteria	Gammaproteobacteria	pSARC14-41	NC_019126.1	JQ418540	43.577	47.4126	67	-	-	-	67	-
Salmonella enterica AM17274	Bacteria	Proteobacteria	Gammaproteobacteria	pA172	NC_010259.1	EU331425	8.197	43.0279	6	-	-	2	8	-
Salmonella enterica Lane OU7432	Bacteria	Proteobacteria	Gammaproteobacteria	pOU1115	NC_010422.1	DQ115388	74.589	48.6372	88	-	-	-	89	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSH696_34	NC_019128.1	JX258654	33.765	41.4897	52	-	-	-	52	-
Salmonella enterica 8934	Bacteria	Proteobacteria	Gammaproteobacteria	pSal8934b	NC_019109.1	JF274992	133.216	53.4155	163	-	-	-	163	-
Salmonella enterica CS0010A	Bacteria	Proteobacteria	Gammaproteobacteria	pCS0010A_95	NC_019104.1	HQ114283	95.175	49.5592	95	-	-	-	95	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTM7	NC_023899.1	KF290377	83.41	49.5624	90	-	-	-	90	-
Salmonella enterica D23580	Bacteria	Proteobacteria	Gammaproteobacteria	pSLT-BT	NC_013437.1	FN432031	117.047	53.4965	110	-	-	-	120	5
Salmonella enterica 1643/10	Bacteria	Proteobacteria	Gammaproteobacteria	p1643_10	NC_022522.1	KF056330	167.779	52.1966	164	-	-	-	53	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pB	NC_005002.1	AY178821	1.983	57.1861	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSH146_32	NC_019129.1	JX258655	32.447	40.7773	49	-	-	-	49	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R46	NC_003292.1	AY046276	50.969	51.5254	63	-	-	-	63	-
Salmonella enterica L-2454	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK1	NC_009981.1	AB366440	208.409	47.4025	222	-	-	-	236	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pYT1	NC_014476.2	AB576781	112.67	54.1315	119	-	-	-	119	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD5.6	NC_019136.1	JX566769	5.687	46.1579	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R27	NC_002305.1	AF250878	180.461	45.7766	207	-	-	-	207	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pP	NC_003455.1	AY079199	4.301	49.4536	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC15	NC_013104.1	GQ379901	8.688	60.9576	10	-	-	-	10	-
Salmonella enterica 146	Bacteria	Proteobacteria	Gammaproteobacteria	pSH146_65	NC_019115.1	JN983044	65.03	42.4419	96	-	-	-	96	-
Salmonella enterica 853	Bacteria	Proteobacteria	Gammaproteobacteria	pSD_77	NC_019106.1	JF267653	77.331	48.8278	112	-	-	-	112	-
Salmonella enterica 853	Bacteria	Proteobacteria	Gammaproteobacteria	pSD_174	NC_019107.1	JF267651	173.673	52.4998	198	-	-	-	198	-
Salmonella enterica serovar Berta	Bacteria	Proteobacteria	Gammaproteobacteria	pBERT	NC_001848.1	AF025795	4.656	52.4914	9	-	-	-	9	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pK	NC_003456.1	AY079200	4.245	53.2391	3	-	-	-	3	-
Salmonella enterica 163	Bacteria	Proteobacteria	Gammaproteobacteria	pSH163_135	NC_019116.1	JN983045	135.168	52.2246	163	-	-	-	163	-
Salmonella enterica PVCM07-2008	Bacteria	Proteobacteria	Gammaproteobacteria	pVCM01	NC_019127.1	JX133088	1.981	57.2438	1	-	-	-	1	-
Salmonella enterica G8430	Bacteria	Proteobacteria	Gammaproteobacteria	pU302S	NC_006815.1	AY333433	3.208	49.3766	4	-	-	2	6	-
